LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Wagoner,Oklahoma,,40145,57,4,2,0,40145,Wagoner Oklahoma,73085,100
Wahkiakum,Washington,,53069,2,0,0,0,53069,Wahkiakum Washington,3978,0
Wake,North Carolina,,37183,365,0,14,0,37183,Wake North Carolina,900993,1781
Wakulla,Florida,,12129,7,0,1,0,12129,Wakulla Florida,30776,0
Waldo,Maine,,23027,7,1,2,0,23027,Waldo Maine,38786,25
Walker,Alabama,,1127,65,0,2,0,1127,Walker Alabama,67023,267
Walker,Georgia,,13295,3,0,-1,0,13295,Walker Georgia,68756,0
Walker,Texas,,48471,15,0,0,0,48471,Walker Texas,67861,123
Walla Walla,Washington,,53071,16,0,3,0,53071,Walla Walla Washington,58781,316
Waller,Texas,,48473,11,0,0,0,48473,Waller Texas,43205,0
Wallowa,Oregon,,41063,1,0,0,0,41063,Wallowa Oregon,7008,57
Walsh,North Dakota,,38099,3,0,0,0,38099,Walsh North Dakota,11119,28
Walthall,Mississippi,,28147,15,0,1,0,28147,Walthall Mississippi,15443,25
Walton,Florida,,12131,26,0,0,0,12131,Walton Florida,55043,108
Walton,Georgia,,13297,25,2,1,0,13297,Walton Georgia,83768,77
Walworth,Wisconsin,,55127,21,0,0,0,55127,Walworth Wisconsin,102228,134
Wapello,Iowa,,19179,2,0,0,0,19179,Wapello Iowa,35625,217
Ward,North Dakota,,38101,16,0,0,0,38101,Ward North Dakota,61675,527
Ware,Georgia,,13299,42,3,5,0,13299,Ware Georgia,36312,231
Warren,Georgia,,13301,6,0,0,0,13301,Warren Georgia,5834,0
Warren,Indiana,,18171,2,1,0,0,18171,Warren Indiana,8508,16
Warren,Iowa,,19181,13,0,1,0,19181,Warren Iowa,46225,0
Warren,Kentucky,,21227,21,0,0,0,21227,Warren Kentucky,113792,733
Warren,Mississippi,,28149,9,0,2,0,28149,Warren Mississippi,48773,396
Warren,Missouri,,29219,13,0,2,0,29219,Warren Missouri,32513,0
Warren,New Jersey,,34041,289,9,34,0,34041,Warren New Jersey,108692,309
Warren,New York,,36113,33,0,2,0,36113,Warren New York,65707,410
Warren,North Carolina,,37185,3,0,0,0,37185,Warren North Carolina,20972,0
Warren,Ohio,,39165,46,0,1,0,39165,Warren Ohio,212693,378
Warren,Pennsylvania,,42123,1,0,0,0,42123,Warren Pennsylvania,41815,279
Warren,Tennessee,,47177,2,0,0,0,47177,Warren Tennessee,39839,125
Warren,Virginia,,51187,8,0,2,0,51187,Warren Virginia,37575,60
Warrick,Indiana,,18173,26,0,3,0,18173,Warrick Indiana,59689,181
Wasatch,Utah,,49051,82,0,2,0,49051,Wasatch Utah,23530,19
Wasco,Oregon,,41065,7,0,0,0,41065,Wasco Oregon,25213,49
Waseca,Minnesota,,27161,3,0,0,0,27161,Waseca Minnesota,19136,35
Washakie,Wyoming,,56043,5,0,1,0,56043,Washakie Wyoming,8533,18
Washington,Alabama,,1129,7,1,0,0,1129,Washington Alabama,17581,25
Washington,Arkansas,,5143,30,0,1,0,5143,Washington Arkansas,203065,851
Washington,Colorado,,8121,1,0,0,0,8121,Washington Colorado,4814,0
Washington,Florida,,12133,2,0,0,0,12133,Washington Florida,24896,59
Washington,Georgia,,13303,17,0,6,0,13303,Washington Georgia,21187,116
Washington,Idaho,,16087,1,0,0,0,16087,Washington Idaho,10198,25
Washington,Illinois,,17189,2,0,0,0,17189,Washington Illinois,14716,0
Washington,Indiana,,18175,21,0,1,0,18175,Washington Indiana,28262,25
Washington,Iowa,,19183,62,3,5,0,19183,Washington Iowa,21704,25
Washington,Kentucky,,21229,2,0,0,0,21229,Washington Kentucky,11717,0
Washington,Louisiana,,22117,106,5,6,0,22117,Washington Louisiana,47168,25
Washington,Maine,,23029,1,0,0,0,23029,Washington Maine,32856,50
Washington,Maryland,,24043,57,0,13,0,24043,Washington Maryland,147430,372
Washington,Minnesota,,27163,70,2,2,0,27163,Washington Minnesota,238136,183
Washington,Mississippi,,28151,41,2,1,0,28151,Washington Mississippi,51137,363
Washington,Missouri,,29221,0,0,0,0,29221,Washington Missouri,25195,25
Washington,Nebraska,,31177,20,0,0,0,31177,Washington Nebraska,20234,25
Washington,New York,,36115,20,1,1,0,36115,Washington New York,63216,0
Washington,North Carolina,,37187,8,0,1,0,37187,Washington North Carolina,13228,49
Washington,Ohio,,39167,30,0,3,0,39167,Washington Ohio,61778,240
Washington,Oklahoma,,40147,45,2,2,0,40147,Washington Oklahoma,50976,140
Washington,Oregon,,41067,282,6,11,0,41067,Washington Oregon,529710,869
Washington,Pennsylvania,,42125,59,0,2,0,42125,Washington Pennsylvania,207820,602
Washington,Rhode Island,,44009,120,0,50,0,44009,Washington Rhode Island,126979,225
Washington,Tennessee,,47179,30,0,3,0,47179,Washington Tennessee,122979,714
Washington,Texas,,48477,24,1,3,0,48477,Washington Texas,33718,60
Washington,Utah,,49053,31,1,0,0,49053,Washington Utah,138115,261
Washington,Vermont,,50023,24,0,0,0,50023,Washington Vermont,59534,147
Washington,Virginia,,51191,12,0,2,0,51191,Washington Virginia,54876,116
Washington,Wisconsin,,55131,63,3,4,0,55131,Washington Wisconsin,131887,141
Washoe,Nevada,,32031,326,6,17,0,32031,Washoe Nevada,421407,1690
Washtenaw,Michigan,,26161,610,13,51,0,26161,Washtenaw Michigan,344791,1719
Watauga,North Carolina,,37189,8,0,0,0,37189,Watauga North Carolina,51079,217
Watonwan,Minnesota,,27165,4,0,0,0,27165,Watonwan Minnesota,11211,50
Waukesha,Wisconsin,,55133,166,5,0,0,55133,Waukesha Wisconsin,389891,1305
Waupaca,Wisconsin,,55135,2,1,0,0,55135,Waupaca Wisconsin,52410,25
Waushara,Wisconsin,,55137,1,0,0,0,55137,Waushara Wisconsin,24496,25
Wayne,Georgia,,13305,4,0,1,0,13305,Wayne Georgia,30099,88
Wayne,Indiana,,18177,16,1,3,0,18177,Wayne Indiana,68917,251
Wayne,Kentucky,,21231,4,0,0,0,21231,Wayne Kentucky,20813,25
Wayne,Michigan,,26163,9626,446,581,0,26163,Wayne Michigan,1820584,6009
Wayne,Mississippi,,28153,5,0,0,0,28153,Wayne Mississippi,20747,80
Wayne,New York,,36117,39,0,4,0,36117,Wayne New York,93772,120
Wayne,North Carolina,,37191,34,0,2,0,37191,Wayne North Carolina,122623,316
Wayne,Ohio,,39169,30,0,1,0,39169,Wayne Ohio,114520,184
Wayne,Pennsylvania,,42127,47,1,7,0,42127,Wayne Pennsylvania,52822,112
Wayne,Tennessee,,47181,2,0,0,0,47181,Wayne Tennessee,17021,78
Waynesboro,Virginia,,51820,2,0,-1,0,51820,Waynesboro Virginia,21006,0
Weakley,Tennessee,,47183,5,0,0,0,47183,Weakley Tennessee,35021,140
Webb,Texas,,48479,135,6,13,0,48479,Webb Texas,250304,578
Weber,Utah,,,77,1,70,0,49057,Weber Utah,231236,477
Webster,Georgia,,13307,3,0,-1,0,13307,Webster Georgia,2799,0
Webster,Iowa,,19187,2,0,1,0,19187,Webster Iowa,38013,200
Webster,Kentucky,,21233,3,0,0,0,21233,Webster Kentucky,13621,0
Webster,Louisiana,,22119,51,2,1,0,22119,Webster Louisiana,41207,196
Webster,Mississippi,,28155,13,1,1,0,28155,Webster Mississippi,10253,38
Webster,Missouri,,29225,3,0,0,0,29225,Webster Missouri,36202,0
Weld,Colorado,,8123,573,30,36,0,8123,Weld Colorado,252825,300
Wells,Indiana,,18179,2,0,0,0,18179,Wells Indiana,27636,79
West Baton Rouge,Louisiana,,22121,54,9,2,0,22121,West Baton Rouge Louisiana,23788,0
West Carroll,Louisiana,,22123,1,0,0,0,22123,West Carroll Louisiana,11604,21
West Feliciana,Louisiana,,22125,32,0,1,0,22125,West Feliciana Louisiana,15625,22
Westchester,New York,,36119,15887,283,1593,0,36119,Westchester New York,949113,3235
Westmoreland,Pennsylvania,,42129,183,0,6,0,42129,Westmoreland Pennsylvania,365169,654
Westmoreland,Virginia,,51193,5,0,2,0,51193,Westmoreland Virginia,17454,0
Wetzel,West Virginia,,54103,3,0,1,0,54103,Wetzel West Virginia,16583,58
Wexford,Michigan,,26165,7,0,0,0,26165,Wexford Michigan,32735,49
Wharton,Texas,,48481,18,0,1,0,48481,Wharton Texas,41280,49
Whatcom,Washington,,53073,238,19,0,0,53073,Whatcom Washington,201140,253
Wheeler,Georgia,,13309,1,0,0,0,13309,Wheeler Georgia,7421,25
White,Arkansas,,5145,27,0,0,0,5145,White Arkansas,77076,506
White,Georgia,,13311,10,0,1,0,13311,White Georgia,27144,0
White,Indiana,,18181,3,0,0,0,18181,White Indiana,24643,25
White,Tennessee,,47185,2,0,0,0,47185,White Tennessee,25841,60
White Pine,Nevada,,32033,1,0,0,0,32033,White Pine Nevada,10030,12
Whiteside,Illinois,,17195,21,1,3,0,17195,Whiteside Illinois,58498,135
Whitfield,Georgia,,13313,21,3,0,0,13313,Whitfield Georgia,102599,282
Whitley,Indiana,,18183,8,1,0,0,18183,Whitley Indiana,33292,30
Whitman,Washington,,53075,12,0,0,0,53075,Whitman Washington,44776,50
Wichita,Texas,,48485,48,0,0,0,48485,Wichita Texas,131500,559
Wicomico,Maryland,,24045,20,1,3,0,24045,Wicomico Maryland,98733,416
Wilcox,Alabama,,1131,13,0,0,0,1131,Wilcox Alabama,11670,30
Wilcox,Georgia,,13315,2,0,0,0,13315,Wilcox Georgia,9255,0
Wilkes,Georgia,,13317,5,0,0,0,13317,Wilkes Georgia,10593,25
Wilkes,North Carolina,,37193,4,1,0,0,37193,Wilkes North Carolina,69340,130
Wilkin,Minnesota,,27167,2,1,0,0,27167,Wilkin Minnesota,6576,25
Wilkinson,Georgia,,13319,4,0,1,0,13319,Wilkinson Georgia,9563,0
Wilkinson,Mississippi,,28157,33,3,1,0,28157,Wilkinson Mississippi,9878,0
Will,Illinois,,17197,914,37,217,0,17197,Will Illinois,677560,917
Willacy,Texas,,48489,7,1,2,0,48489,Willacy Texas,22134,0
Williams,North Dakota,,38105,5,0,0,0,38105,Williams North Dakota,22398,50
Williams,Ohio,,39171,1,0,0,0,39171,Williams Ohio,37642,123
Williamsburg,South Carolina,,45089,12,0,0,0,45089,Williamsburg South Carolina,34423,25
Williamsburg,Virginia,,51830,16,1,2,0,51830,Williamsburg Virginia,14068,40
Williamson,Illinois,,17199,9,0,6,0,17199,Williamson Illinois,66357,431
Williamson,Tennessee,,47187,287,3,9,0,47187,Williamson Tennessee,183182,225
Williamson,Texas,,48491,87,4,6,0,48491,Williamson Texas,422679,1009
Wilson,North Carolina,,37195,38,2,2,0,37195,Wilson North Carolina,81234,317
Wilson,Tennessee,,47189,117,0,4,0,47189,Wilson Tennessee,113993,245
Wilson,Texas,,48493,8,0,1,0,48493,Wilson Texas,42918,44
Winchester,Virginia,,51840,15,0,1,0,51840,Winchester Virginia,26203,411
Windham,Connecticut,,9015,43,1,0,0,9015,Windham Connecticut,118428,234
Windham,Vermont,,50025,38,0,0,0,50025,Windham Vermont,44513,229
Windsor,Vermont,,50027,24,1,0,0,50027,Windsor Vermont,56670,60
Winn,Louisiana,,22127,5,2,2,0,22127,Winn Louisiana,15313,80
Winnebago,Illinois,,17201,63,3,14,0,17201,Winnebago Illinois,295266,907
Winnebago,Iowa,,19189,1,0,0,0,19189,Winnebago Iowa,10866,0
Winnebago,Wisconsin,,55139,24,1,0,0,55139,Winnebago Wisconsin,166994,795
Winneshiek,Iowa,,19191,4,0,0,0,19191,Winneshiek Iowa,21056,25
Winona,Minnesota,,27169,19,4,3,0,27169,Winona Minnesota,51461,99
Winston,Alabama,,1133,3,0,0,0,1133,Winston Alabama,24484,59
Winston,Mississippi,,28159,16,0,-1,0,28159,Winston Mississippi,19198,66
Wirt,West Virginia,,54105,1,0,0,0,54105,Wirt West Virginia,5717,0
Wise,Texas,,48497,3,0,0,0,48497,Wise Texas,59127,148
Wise,Virginia,,51195,4,0,1,0,51195,Wise Virginia,41452,60
Wood,Ohio,,39173,41,2,3,0,39173,Wood Ohio,125488,196
Wood,Texas,,48499,4,0,0,0,48499,Wood Texas,41964,50
Wood,West Virginia,,54107,14,0,1,0,54107,Wood West Virginia,86956,313
Wood,Wisconsin,,55141,2,0,0,0,55141,Wood Wisconsin,74749,619
Woodbury,Iowa,,19193,11,0,2,0,19193,Woodbury Iowa,102172,830
Woodford,Illinois,,17203,7,0,1,0,17203,Woodford Illinois,38664,18
Woodford,Kentucky,,21239,8,1,0,0,21239,Woodford Kentucky,24939,25
Woodruff,Arkansas,,5147,1,0,0,0,5147,Woodruff Arkansas,7260,0
Woodson,Kansas,,20207,3,0,0,0,20207,Woodson Kansas,3309,0
Woodward,Oklahoma,,40153,1,0,0,0,40153,Woodward Oklahoma,20081,115
Worcester,Maryland,,24047,10,0,0,0,24047,Worcester Maryland,51454,45
Worcester,Massachusetts,,25027,1296,29,124,0,25027,Worcester Massachusetts,798552,2233
Worth,Georgia,,13321,64,3,9,0,13321,Worth Georgia,21679,25
Worth,Iowa,,19195,1,0,1,0,19195,Worth Iowa,7598,0
Worth,Missouri,,29227,1,0,0,0,29227,Worth Missouri,2171,0
Wright,Iowa,,19197,1,0,0,0,19197,Wright Iowa,13229,47
Wright,Minnesota,,27171,12,0,0,0,27171,Wright Minnesota,124700,104
Wright,Missouri,,29229,7,0,0,0,29229,Wright Missouri,18815,0
Wyandot,Ohio,,39175,5,0,0,0,39175,Wyandot Ohio,22615,31
Wyandotte,Kansas,,20209,245,12,50,0,20209,Wyandotte Kansas,157505,1196
Wyoming,New York,,36121,27,1,4,0,36121,Wyoming New York,42155,62
Wyoming,Pennsylvania,,42131,5,0,0,0,42131,Wyoming Pennsylvania,28276,48
Wyoming,West Virginia,,54109,1,0,0,0,54109,Wyoming West Virginia,23796,0
Wythe,Virginia,,51197,6,0,3,0,51197,Wythe Virginia,29235,108
Yadkin,North Carolina,,37197,9,0,0,0,37197,Yadkin North Carolina,38406,22
Yakima,Washington,,53077,400,17,20,0,53077,Yakima Washington,243231,528
Yalobusha,Mississippi,,28161,11,0,0,0,28161,Yalobusha Mississippi,12678,26
Yamhill,Oregon,,41071,25,3,0,0,41071,Yamhill Oregon,99193,128
Yankton,South Dakota,,46135,17,0,2,0,46135,Yankton South Dakota,22438,242
Yates,New York,,36123,1,0,0,0,36123,Yates New York,25348,25
Yavapai,Arizona,,4025,58,0,1,0,4025,Yavapai Arizona,211033,332
Yazoo,Mississippi,,28163,38,1,6,0,28163,Yazoo Mississippi,28065,25
Yell,Arkansas,,5149,1,0,0,0,5149,Yell Arkansas,22185,76
Yellow Medicine,Minnesota,,27173,2,0,1,0,27173,Yellow Medicine Minnesota,10438,55
Yellowstone,Montana,,30111,48,0,1,0,30111,Yellowstone Montana,147972,630
Yolo,California,,6113,56,2,6,0,6113,Yolo California,200849,156
York,Maine,,23031,121,2,6,0,23031,York Maine,197131,245
York,Nebraska,,31185,2,0,1,0,31185,York Nebraska,13665,38
York,Pennsylvania,,42133,233,2,15,0,42133,York Pennsylvania,434972,921
York,South Carolina,,45091,108,2,0,0,45091,York South Carolina,226073,334
York,Virginia,,51199,25,1,0,0,51199,York Virginia,65464,145
Young,Texas,,48503,3,0,0,0,48503,Young Texas,18550,67
Yuba,California,,6115,13,0,2,0,6115,Yuba California,72155,173
Yukon-Koyukuk,Alaska,,2290,1,0,0,0,2290,Yukon-Koyukuk Alaska,5588,0
Yuma,Arizona,,4027,14,0,1,0,4027,Yuma Arizona,195751,410
Yuma,Colorado,,8125,2,0,0,0,8125,Yuma Colorado,10043,28
Zapata,Texas,,48505,1,0,0,0,48505,Zapata Texas,14018,0
